Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenurePerJobLevel,PromotionLag
29,0,2,1,8,1,3,2,1,2,2,4,4,1,5056,1,15,3,3,1,10,2,2,10,7,1,2,3.3333333333333335,0.09090909090909091
38,0,2,0,1,3,0,3,1,4,1,1,3,1,2844,0,13,3,4,1,7,2,4,7,6,5,0,3.5,0.625
28,0,1,1,6,3,1,3,1,2,1,6,3,0,2703,1,14,3,4,1,3,2,3,3,1,0,2,1.5,0.0
18,1,0,1,8,1,3,3,1,3,1,2,3,2,1904,0,12,3,4,0,0,0,3,0,0,0,0,0.0,0.0
33,1,2,2,9,4,2,1,0,3,2,7,1,2,8224,1,17,3,1,0,6,3,3,5,2,0,3,1.6666666666666667,0.0
41,0,2,1,12,4,1,2,1,3,1,2,4,1,4766,1,11,3,1,1,6,4,3,1,0,0,0,0.5,0.0
31,1,1,1,15,3,3,3,1,3,1,2,3,1,2610,0,12,3,3,1,2,5,2,2,2,2,2,1.0,0.6666666666666666
37,0,2,1,25,2,3,3,0,2,2,0,4,0,5731,0,13,3,3,2,9,2,3,6,2,1,3,2.0,0.14285714285714285
27,0,2,1,6,3,1,4,1,2,1,6,3,1,2539,0,13,3,3,1,4,0,3,4,2,2,2,2.0,0.4
34,0,2,2,9,1,1,2,0,3,2,7,3,1,5714,0,20,4,1,0,6,3,2,6,5,1,3,2.0,0.14285714285714285
35,0,2,0,8,4,5,3,1,3,1,1,3,2,4323,0,17,3,2,0,6,2,1,5,4,1,4,2.5,0.16666666666666666
29,1,2,2,23,1,1,4,0,2,3,7,1,1,7336,0,13,3,1,1,11,3,1,11,8,3,10,2.75,0.25
40,0,1,1,9,4,3,2,0,3,3,5,3,2,13499,0,17,3,3,0,20,3,2,18,7,2,13,4.5,0.10526315789473684
42,1,1,2,12,3,1,3,1,3,4,7,1,2,13758,1,12,3,2,0,22,2,2,21,9,13,14,4.2,0.5909090909090909
42,0,2,2,4,4,2,2,1,3,2,7,1,2,5155,0,13,3,4,0,9,3,4,6,4,1,5,2.0,0.14285714285714285
35,0,2,1,1,4,3,4,1,2,1,2,3,1,2258,0,12,3,2,1,10,2,3,8,0,1,7,4.0,0.1111111111111111
24,0,2,1,24,3,3,4,1,3,1,2,2,2,3597,0,22,4,4,0,6,2,3,4,3,1,2,2.0,0.2
28,1,2,1,12,1,1,3,0,3,1,2,4,1,2515,1,11,3,4,0,1,4,2,1,1,0,0,0.5,0.0
26,0,2,1,3,4,3,1,1,4,1,2,4,1,4420,0,22,4,2,1,8,2,3,8,7,0,7,4.0,0.0
30,0,2,2,10,3,2,3,1,2,2,7,3,1,6578,0,18,3,1,1,10,3,3,10,3,1,4,3.3333333333333335,0.09090909090909091
40,0,1,1,26,2,3,3,0,2,2,6,4,1,4422,1,13,3,4,1,16,3,1,1,1,0,0,0.3333333333333333,0.0
35,0,2,1,2,3,1,3,1,2,3,4,2,0,10274,0,18,3,2,1,15,2,4,7,7,6,4,1.75,0.75
34,0,1,1,1,3,3,4,1,2,2,0,1,2,5343,0,20,4,3,0,14,3,3,13,9,4,9,4.333333333333333,0.2857142857142857
35,0,1,1,4,4,4,4,1,2,1,2,4,1,2376,0,13,3,2,1,2,2,4,2,2,2,2,1.0,0.6666666666666666
43,1,2,2,9,3,2,1,0,1,2,7,3,2,5346,0,13,3,2,0,7,2,2,4,3,1,3,1.3333333333333333,0.2
32,0,0,2,2,1,1,3,0,3,1,8,1,0,2827,0,12,3,3,3,1,3,3,1,0,0,0,0.5,0.0
56,0,2,1,4,4,5,4,0,3,5,3,1,0,19943,0,13,3,4,1,28,2,3,5,2,4,2,0.8333333333333334,0.6666666666666666
29,0,2,1,6,1,3,2,0,3,1,2,4,1,3131,0,13,3,1,1,10,5,3,10,8,0,8,5.0,0.0
19,0,2,1,9,2,1,3,1,3,1,6,1,2,2552,0,25,4,3,0,1,4,3,1,1,0,0,0.5,0.0
45,0,2,1,7,3,3,1,0,3,1,6,3,1,4477,1,19,3,3,1,7,2,2,3,2,0,2,1.5,0.0
37,0,2,1,1,3,1,4,0,2,2,4,4,1,6474,0,13,3,2,1,14,2,2,14,8,3,11,4.666666666666667,0.2
20,0,2,1,3,3,1,1,1,2,1,2,3,2,3033,0,12,3,1,0,2,2,2,2,2,1,2,1.0,0.3333333333333333
44,1,2,1,10,4,1,3,1,3,1,6,3,2,2936,1,11,3,3,0,6,4,3,6,4,0,2,3.0,0.0
53,0,2,1,7,2,3,4,0,3,5,3,3,0,18606,0,18,3,2,1,26,6,3,7,7,4,7,1.1666666666666667,0.5
29,0,2,1,15,1,1,2,0,1,1,6,4,1,2168,1,18,3,1,1,6,2,2,5,4,1,3,2.5,0.16666666666666666
22,1,1,1,3,4,1,3,1,2,1,6,4,1,2853,1,11,3,2,1,1,5,3,0,0,0,0,0.0,0.0
46,0,2,2,2,3,2,3,0,3,4,3,1,1,17048,0,23,4,1,0,28,2,3,26,15,15,9,5.2,0.5555555555555556
44,0,0,1,17,3,1,4,1,1,1,6,3,2,2290,0,13,3,4,0,6,3,3,0,0,0,0,0.0,0.0
33,0,2,0,2,3,0,2,1,3,1,1,3,1,3600,0,13,3,4,1,5,2,3,5,4,1,4,2.5,0.16666666666666666
41,1,0,1,5,2,1,1,1,2,1,6,1,0,2107,0,17,3,1,1,5,2,1,1,0,0,0,0.5,0.0
30,0,2,2,29,4,1,3,1,3,2,7,1,0,4115,0,19,3,3,3,8,3,3,4,3,0,3,1.3333333333333333,0.0
40,0,1,2,2,4,3,2,1,3,2,7,2,1,4327,0,12,3,4,3,5,2,3,0,0,0,0,0.0,0.0
50,0,1,1,2,3,3,4,0,3,4,3,1,1,17856,0,22,4,3,1,32,3,3,2,2,2,2,0.4,0.6666666666666666
28,0,2,1,19,4,3,4,1,2,1,2,1,1,3196,0,12,3,3,3,6,2,3,6,5,3,3,3.0,0.42857142857142855
46,0,2,1,15,2,1,4,1,3,5,5,2,1,19081,0,11,3,1,1,25,2,3,4,2,0,3,0.6666666666666666,0.0
35,0,2,2,17,4,1,3,1,3,2,7,1,1,8966,1,15,3,4,3,15,2,3,7,7,1,7,2.3333333333333335,0.125
24,1,2,1,17,2,1,4,0,3,1,2,2,1,2210,0,13,3,1,1,1,3,1,1,0,0,0,0.5,0.0
33,0,1,2,25,3,3,2,0,3,2,7,3,1,4539,0,12,3,1,1,10,3,2,10,7,0,1,3.3333333333333335,0.0
36,0,2,1,6,4,1,3,1,1,1,2,3,0,2741,0,14,3,3,1,7,4,3,7,7,1,7,3.5,0.125
30,0,2,1,7,4,1,3,1,3,2,2,3,0,3491,0,13,3,1,3,10,4,2,10,7,8,9,3.3333333333333335,0.7272727272727273
44,0,2,1,29,4,4,4,1,3,2,6,4,2,4541,0,25,4,2,0,20,3,3,20,11,13,17,6.666666666666667,0.6190476190476191
20,0,2,2,21,3,2,3,1,4,1,8,4,2,2678,0,17,3,4,0,2,2,3,2,1,2,2,1.0,0.6666666666666666
46,0,2,1,2,4,5,4,1,3,2,4,4,0,7379,0,11,3,3,1,12,3,2,6,3,1,4,2.0,0.14285714285714285
42,0,0,0,2,5,3,4,1,4,2,1,1,1,6272,0,16,3,1,1,10,3,4,4,3,0,3,1.3333333333333333,0.0
60,0,2,2,7,4,2,2,1,4,2,7,4,0,5220,1,18,3,2,1,12,3,3,11,7,1,9,3.6666666666666665,0.08333333333333333
32,0,1,1,13,3,4,3,0,2,1,2,2,1,2743,0,20,4,3,1,2,2,3,2,2,2,2,1.0,0.6666666666666666
32,0,1,1,2,2,1,4,0,3,2,6,3,2,4998,1,14,3,4,0,10,2,3,8,7,0,7,2.6666666666666665,0.0
36,0,2,1,1,3,5,3,0,1,3,4,1,0,10252,1,21,4,3,1,17,2,3,7,7,7,7,1.75,0.875
33,0,2,1,9,3,3,1,1,3,1,6,4,1,2781,0,13,3,2,1,15,5,3,14,10,4,10,7.0,0.26666666666666666
40,0,2,2,10,3,5,2,0,2,2,7,2,0,6852,0,12,3,2,1,7,2,4,5,1,1,3,1.6666666666666667,0.16666666666666666
25,0,2,2,10,4,1,3,1,3,2,7,4,2,4950,0,14,3,2,0,5,4,3,4,3,1,1,1.3333333333333333,0.2
30,0,2,1,1,3,3,4,1,3,1,6,2,1,3579,1,21,4,1,1,12,2,3,11,9,5,7,5.5,0.4166666666666667
42,0,1,1,26,5,3,1,0,3,3,5,1,1,13191,1,17,3,3,0,20,6,3,1,0,0,0,0.25,0.0
35,0,0,2,8,2,2,3,0,2,3,7,4,1,10377,1,11,3,2,1,16,6,2,13,2,4,12,3.25,0.2857142857142857
27,0,2,1,14,3,1,1,1,3,1,6,1,1,2235,1,14,3,4,2,9,3,2,9,7,6,8,4.5,0.6
54,0,1,1,1,4,1,4,0,3,3,4,3,0,10502,0,17,3,1,1,33,2,1,5,4,1,4,1.25,0.16666666666666666
44,0,2,1,2,1,1,1,0,4,1,6,4,1,2011,0,13,3,4,1,10,5,3,10,5,7,7,5.0,0.6363636363636364
19,1,0,1,10,3,3,1,0,2,1,6,2,2,1859,1,25,4,2,0,1,2,4,1,1,0,0,0.5,0.0
29,0,2,1,1,3,1,1,0,3,1,6,4,0,3760,0,15,3,1,3,3,5,3,3,2,1,2,1.5,0.25
54,0,2,1,3,3,1,4,1,3,4,5,4,1,17779,0,14,3,1,0,36,2,3,10,9,0,9,2.0,0.0
31,0,2,1,11,2,3,3,1,3,2,0,1,1,6833,1,12,3,4,0,6,2,2,6,5,0,1,2.0,0.0
31,0,2,1,24,3,3,3,0,2,2,0,1,2,6812,0,19,3,2,0,10,2,3,10,9,1,8,3.3333333333333335,0.09090909090909091
59,0,2,2,3,3,1,3,0,2,2,7,4,2,5171,0,17,3,4,0,13,2,3,6,1,0,5,2.0,0.0
43,0,2,1,3,3,1,3,1,1,5,5,4,1,19740,0,14,3,2,1,25,2,3,8,7,0,7,1.3333333333333333,0.0
49,0,2,1,4,2,3,1,1,2,5,3,3,1,18711,0,13,3,3,1,23,2,4,1,0,0,0,0.16666666666666666,0.0
36,0,1,1,3,3,5,3,1,3,1,6,2,1,3692,0,12,3,3,0,12,2,2,11,10,0,7,5.5,0.0
48,0,2,1,2,2,5,4,1,4,1,2,2,2,2559,0,11,3,3,0,7,4,2,1,0,0,0,0.5,0.0
27,0,2,1,4,2,1,1,1,3,1,6,3,0,2517,0,11,3,2,3,5,2,3,5,3,0,3,2.5,0.0
29,0,2,1,7,3,1,3,1,3,2,0,4,0,6623,1,11,3,2,2,6,2,3,6,0,1,0,2.0,0.14285714285714285
48,0,2,1,1,3,1,4,1,2,5,5,4,2,18265,0,12,3,3,0,25,3,4,1,0,0,0,0.16666666666666666,0.0
29,0,2,1,1,3,1,4,0,2,4,5,4,0,16124,0,14,3,2,2,9,2,2,7,7,1,7,1.4,0.125
34,0,2,1,20,3,5,3,0,4,1,6,3,1,2585,0,17,3,4,0,2,5,2,1,0,0,0,0.5,0.0
44,0,2,2,5,3,2,2,1,3,5,3,2,1,18213,0,11,3,3,1,26,5,3,22,9,3,10,3.6666666666666665,0.13043478260869565
33,0,2,2,10,5,2,4,1,4,3,7,3,0,8380,1,14,3,4,2,10,3,3,9,8,0,8,2.25,0.0
19,0,2,1,25,3,1,2,0,4,1,6,4,2,2994,1,12,3,4,0,1,2,3,1,0,0,1,0.5,0.0
23,0,2,1,1,2,1,4,1,3,1,6,3,1,1223,0,22,4,4,1,1,2,3,1,0,0,1,0.5,0.0
25,1,1,2,24,1,1,3,1,1,1,8,4,2,1118,1,14,3,4,0,1,4,3,1,0,1,0,0.5,0.5
26,0,2,1,4,2,1,3,1,3,1,6,4,2,2875,1,20,4,2,0,8,2,2,8,5,2,2,4.0,0.2222222222222222
45,1,2,2,2,3,2,1,0,1,5,3,2,2,18824,1,16,3,1,0,26,2,3,24,10,1,11,4.0,0.04
55,0,0,1,8,1,3,4,1,2,4,0,2,0,13577,1,15,3,4,1,34,3,3,33,9,15,0,6.6,0.4411764705882353
21,1,1,1,10,2,1,1,0,2,1,2,3,2,2625,0,20,4,3,0,2,2,1,2,2,2,2,1.0,0.6666666666666666
46,0,2,2,4,2,2,4,0,2,5,3,2,1,18789,0,14,3,3,1,26,2,3,11,4,0,8,1.8333333333333333,0.0
34,0,2,2,2,3,2,3,0,3,2,7,1,2,4538,1,12,3,4,0,4,3,3,3,2,0,2,1.0,0.0
51,0,1,2,9,3,1,4,1,3,5,3,2,0,19847,1,24,4,1,1,31,5,2,29,10,11,10,4.833333333333333,0.36666666666666664
59,0,2,1,18,4,3,4,1,3,3,4,4,2,10512,0,12,3,4,0,25,6,2,9,7,5,4,2.25,0.5
34,0,1,1,19,3,3,3,0,3,2,2,2,0,4444,0,13,3,3,2,15,2,4,11,8,5,10,3.6666666666666665,0.4166666666666667
28,0,1,1,1,4,3,4,1,3,1,2,3,2,2154,1,11,3,3,0,5,2,2,4,2,0,2,2.0,0.0
44,0,2,1,4,2,1,3,1,4,5,3,1,0,19190,0,14,3,4,2,26,4,2,25,9,14,13,4.166666666666667,0.5384615384615384
34,0,1,0,11,3,1,3,1,2,2,1,2,1,4490,0,11,3,4,2,14,5,4,10,9,1,8,3.3333333333333335,0.09090909090909091
35,0,2,1,6,1,1,3,1,3,1,6,3,1,3506,1,14,3,4,0,4,3,3,3,2,2,2,1.5,0.5
42,0,2,1,7,4,3,2,0,4,2,6,2,1,2372,1,16,3,4,0,18,2,3,1,0,0,0,0.3333333333333333,0.0
43,0,2,2,4,4,2,4,0,2,3,7,4,2,10231,0,14,3,4,0,23,3,4,21,7,15,17,5.25,0.6818181818181818
36,0,2,1,2,4,1,3,0,3,2,4,2,2,5410,1,11,3,4,0,18,2,3,16,14,5,12,5.333333333333333,0.29411764705882354
44,1,2,1,15,3,3,1,0,3,3,0,4,1,7978,0,11,3,4,1,10,2,3,10,7,0,5,2.5,0.0
28,0,1,1,2,3,1,4,1,2,1,2,4,1,3867,1,12,3,2,1,2,2,3,2,2,2,2,1.0,0.6666666666666666
51,0,1,1,6,2,3,2,0,2,1,2,3,2,2838,0,14,3,2,0,8,6,2,7,0,7,7,3.5,0.875
30,0,0,1,9,2,3,3,0,3,2,4,3,2,4695,1,18,3,3,0,10,3,3,8,4,1,7,2.6666666666666665,0.1111111111111111
29,1,2,1,7,3,5,2,0,3,1,2,3,0,3339,1,13,3,1,2,10,2,3,7,7,7,7,3.5,0.875
28,0,2,1,1,3,5,4,1,3,1,6,1,2,2080,0,11,3,2,0,5,2,2,3,2,1,2,1.5,0.25
25,0,2,1,1,3,3,4,0,3,1,6,2,2,2096,0,18,3,4,0,2,3,2,2,2,2,1,1.0,0.6666666666666666
32,0,2,2,8,3,3,3,1,4,2,7,4,1,6209,0,15,3,3,2,10,4,4,10,7,0,8,3.3333333333333335,0.0
45,0,1,1,25,3,3,2,0,3,5,3,2,2,18061,0,22,4,3,0,22,4,3,0,0,0,0,0.0,0.0
39,0,2,1,13,4,3,3,0,2,4,3,2,0,17123,1,13,3,4,2,21,4,3,19,9,15,2,3.8,0.75
58,0,2,1,23,4,1,1,1,3,1,6,3,0,2372,0,12,3,4,2,2,3,3,2,2,2,2,1.0,0.6666666666666666
32,1,2,1,7,2,1,4,1,3,2,2,3,1,4883,0,18,3,1,1,10,3,3,10,4,1,1,3.3333333333333335,0.09090909090909091
39,1,2,1,23,3,3,3,1,3,1,6,1,2,3904,0,13,3,1,0,6,2,3,5,2,0,3,2.5,0.0
30,0,2,1,6,3,5,1,0,2,2,2,4,1,4627,0,12,3,1,1,10,6,3,9,2,6,7,3.0,0.6
36,0,2,1,10,4,5,4,0,3,3,0,3,1,7094,0,12,3,1,0,10,0,3,7,7,1,7,1.75,0.125
46,0,2,0,1,2,1,4,0,3,1,1,1,2,3423,0,12,3,3,0,10,3,4,7,6,5,7,3.5,0.625
28,0,0,1,1,3,1,3,0,1,2,2,4,1,6674,0,11,3,1,3,10,6,3,9,8,7,5,3.0,0.7
50,0,2,1,28,3,1,4,0,3,4,5,1,1,16880,1,11,3,2,0,25,2,3,3,2,1,2,0.6,0.25
40,1,2,2,25,4,2,4,1,2,3,7,2,2,9094,1,12,3,3,0,9,2,3,5,4,1,0,1.25,0.16666666666666666
52,1,2,2,5,3,1,2,1,3,3,7,2,2,8446,1,19,3,3,0,10,2,2,8,7,7,7,2.0,0.7777777777777778
30,0,2,1,17,4,3,2,0,3,3,3,1,1,11916,1,23,4,4,2,9,2,3,9,1,0,8,2.25,0.0
39,0,2,1,18,2,1,1,1,3,2,4,3,2,4534,0,11,3,1,0,9,6,3,8,7,1,7,2.6666666666666665,0.1111111111111111
31,0,0,2,2,4,1,4,0,3,3,7,3,0,9852,1,19,3,1,1,10,5,2,10,8,9,6,2.5,0.8181818181818182
41,0,0,2,10,2,3,3,1,1,2,7,2,2,6151,0,13,3,1,0,19,4,3,19,2,11,9,6.333333333333333,0.55
31,1,1,2,1,3,1,4,0,3,1,8,2,2,2302,1,11,3,1,0,3,2,4,3,2,2,2,1.5,0.5
44,1,2,1,3,3,1,1,1,3,1,2,1,1,2362,0,12,3,3,0,10,4,4,3,2,1,2,1.5,0.25
42,0,0,1,2,1,1,3,1,3,4,3,3,1,17861,1,13,3,4,0,21,3,2,20,8,2,10,4.0,0.09523809523809523
55,0,2,1,2,2,3,4,0,1,5,3,3,1,19187,0,14,3,4,1,23,5,3,19,9,9,11,3.1666666666666665,0.45
56,0,2,0,8,4,1,4,1,3,5,3,2,2,19717,0,14,3,1,0,36,4,3,7,3,7,7,1.1666666666666667,0.875
40,0,0,1,16,2,1,3,1,3,1,6,3,0,3544,0,16,3,2,1,6,0,3,4,2,0,0,2.0,0.0
34,0,2,1,9,3,1,4,1,3,3,0,4,0,8500,0,11,3,4,1,10,0,2,9,7,1,6,2.25,0.1
40,0,2,1,2,3,1,3,1,3,2,6,4,2,4661,0,13,3,3,0,9,4,3,9,8,8,8,3.0,0.8
41,0,1,2,1,3,2,3,0,3,2,7,1,0,4103,0,17,3,4,1,10,2,3,9,3,1,7,3.0,0.1
35,0,1,1,4,4,1,3,1,3,2,6,3,2,4249,1,11,3,2,0,9,3,3,9,6,1,1,3.0,0.1
51,0,2,0,5,3,1,3,1,3,4,3,2,0,14026,1,11,3,2,1,33,2,3,33,9,0,10,6.6,0.0
38,0,2,2,2,2,1,2,0,3,2,7,1,0,6893,0,15,3,4,1,11,3,3,7,7,1,7,2.3333333333333335,0.125
34,0,2,2,15,2,3,3,0,3,2,7,1,2,6125,0,12,3,4,0,10,6,4,10,8,9,6,3.3333333333333335,0.8181818181818182
25,0,2,1,19,1,3,4,1,3,1,2,4,1,3669,0,11,3,3,3,7,6,2,3,2,1,2,1.5,0.25
58,1,2,1,7,4,3,3,0,2,3,4,1,1,10008,1,14,3,4,0,31,0,2,10,9,5,9,2.5,0.45454545454545453
40,0,2,1,1,4,1,2,1,3,1,2,2,1,2387,0,22,4,3,1,7,3,3,4,2,0,3,2.0,0.0
36,0,1,2,7,3,2,1,0,4,2,7,1,1,4639,0,16,3,4,1,17,2,2,15,7,6,13,5.0,0.375
48,0,2,1,4,3,1,4,1,3,3,4,4,2,7898,0,11,3,3,0,11,2,3,10,9,0,8,2.5,0.0
27,0,2,2,11,3,3,3,0,4,1,8,4,1,2534,0,14,3,2,1,5,4,3,1,0,0,0,0.5,0.0
51,0,2,1,11,2,5,4,0,2,4,4,2,2,13142,0,16,3,2,0,29,1,2,5,2,0,3,1.0,0.0
18,0,0,1,1,3,1,4,0,3,1,2,4,2,1611,0,15,3,3,0,0,5,4,0,0,0,0,0.0,0.0
35,0,2,1,1,3,3,4,0,2,2,2,4,1,5363,0,12,3,2,1,10,0,3,9,7,0,0,3.0,0.0
27,0,1,2,2,1,1,4,1,1,2,7,4,2,5071,0,20,4,2,0,8,3,3,6,2,0,0,2.0,0.0
55,1,2,2,13,4,2,1,1,4,4,7,3,2,13695,1,17,3,3,0,24,2,2,19,7,3,8,3.8,0.15
56,0,2,1,23,3,1,4,1,3,4,4,2,1,13402,1,12,3,1,1,33,0,3,19,16,15,9,3.8,0.75
34,0,0,1,26,1,5,1,0,2,1,6,3,0,2029,0,20,4,3,3,5,2,3,5,4,0,0,2.5,0.0
40,0,2,1,2,1,3,2,0,4,2,0,3,0,6377,0,20,4,2,3,15,0,3,12,11,11,8,4.0,0.8461538461538461
34,0,2,1,29,3,3,2,1,3,2,2,3,1,5429,0,13,3,1,2,10,1,3,8,7,7,7,2.6666666666666665,0.7777777777777778
31,1,1,2,2,3,1,3,0,2,1,8,4,2,2785,0,14,3,3,0,3,3,4,1,0,0,0,0.5,0.0
35,1,1,2,18,4,2,4,0,3,2,7,3,1,4614,1,18,3,3,1,5,0,2,4,2,3,2,1.3333333333333333,0.6
38,0,1,1,7,3,1,4,1,4,1,6,3,0,2610,0,11,3,4,3,4,2,3,4,2,0,3,2.0,0.0
34,0,2,1,2,4,5,3,0,3,2,0,4,2,6687,0,11,3,4,0,14,2,4,14,11,4,11,4.666666666666667,0.26666666666666666
28,0,2,2,26,3,1,3,1,2,2,7,1,1,4724,0,11,3,3,1,5,0,3,5,3,0,4,1.6666666666666667,0.0
31,1,2,1,22,4,3,4,1,3,2,4,3,1,6179,1,15,3,4,2,10,3,2,10,2,6,7,3.3333333333333335,0.5454545454545454
39,0,2,2,21,4,1,1,1,2,2,7,4,1,6120,1,12,3,4,2,8,2,4,5,4,1,4,1.6666666666666667,0.16666666666666666
51,0,1,2,2,3,2,2,1,3,3,7,2,1,10596,0,11,3,2,0,14,5,3,4,2,3,2,1.0,0.6
41,0,1,1,22,3,1,4,0,3,2,6,4,0,5467,1,14,3,1,2,12,4,2,6,2,3,3,2.0,0.42857142857142855
37,0,2,1,4,1,1,3,1,3,1,6,3,1,2996,1,15,3,4,0,8,2,3,6,4,1,3,3.0,0.14285714285714285
33,0,1,2,5,1,1,2,1,3,2,7,4,1,9998,0,13,3,1,0,8,2,4,5,4,1,2,1.6666666666666667,0.16666666666666666
32,0,2,2,2,1,2,3,1,3,2,7,2,1,4078,1,13,3,1,3,4,3,2,3,2,1,2,1.0,0.25
39,0,0,1,25,2,1,3,1,3,3,0,3,1,10920,0,21,4,2,1,13,2,3,6,4,0,5,1.5,0.0
25,0,2,2,18,1,1,1,1,4,2,7,3,1,6232,0,11,3,2,0,6,3,2,3,2,1,2,1.0,0.25
52,0,1,1,28,2,3,4,0,4,4,4,3,1,13247,1,11,3,2,1,24,3,2,5,3,0,2,1.0,0.0
43,0,2,1,6,3,3,1,0,2,2,6,3,2,4081,1,14,3,1,0,20,3,1,20,7,1,8,6.666666666666667,0.047619047619047616
27,0,2,2,10,3,2,4,0,2,2,7,4,1,5769,1,11,3,4,0,6,3,3,6,2,4,4,2.0,0.5714285714285714
27,1,2,1,17,4,1,4,0,3,1,6,3,2,2394,1,13,3,4,0,8,2,3,8,2,7,7,4.0,0.7777777777777778
26,0,2,1,2,1,3,1,1,2,1,6,4,2,3904,0,12,3,4,0,5,2,3,4,3,1,1,2.0,0.2
42,0,2,0,10,3,0,3,0,3,4,3,1,1,16799,0,14,3,3,1,21,5,3,20,7,0,9,4.0,0.0
52,0,2,1,8,4,4,3,0,3,1,2,1,1,2950,0,13,3,3,0,12,2,1,5,4,0,4,2.5,0.0
37,0,2,1,11,3,3,1,0,3,1,2,3,2,3629,0,18,3,1,0,8,6,3,3,2,0,2,1.5,0.0
35,0,1,1,18,2,1,3,1,3,3,4,4,2,9362,0,11,3,3,0,10,2,3,2,2,2,2,0.5,0.6666666666666666
25,0,2,1,1,3,5,1,1,3,1,2,4,1,3229,0,11,3,2,1,7,2,2,3,2,0,2,1.5,0.0
26,0,2,1,7,3,4,3,1,4,1,2,1,2,3578,0,12,3,4,0,8,2,3,7,7,0,7,3.5,0.0
29,0,2,0,17,3,4,2,1,2,3,1,1,2,7988,0,13,3,1,0,10,3,2,10,9,0,9,2.5,0.0
49,1,1,1,28,2,1,1,1,2,2,2,1,2,4284,0,20,4,1,0,20,2,3,4,3,1,3,1.3333333333333333,0.2
29,1,1,1,14,1,4,3,0,3,3,0,4,2,7553,1,12,3,1,0,9,1,3,8,7,7,7,2.0,0.7777777777777778
54,0,2,1,1,3,3,4,0,3,4,5,4,2,17328,0,19,3,4,0,29,3,2,20,7,12,7,4.0,0.5714285714285714
58,0,2,1,1,3,3,4,0,3,5,5,1,1,19701,1,21,4,3,1,32,3,3,9,8,1,5,1.5,0.1
55,0,2,1,1,4,3,2,1,4,4,5,4,0,14732,0,13,3,4,2,31,4,4,7,7,0,0,1.4,0.0
36,0,2,2,3,4,2,1,0,3,2,7,2,2,9278,1,16,3,4,0,15,3,3,5,4,0,1,1.6666666666666667,0.0
31,1,1,2,1,4,1,2,0,1,1,8,3,2,1359,0,12,3,2,0,1,3,3,1,0,0,0,0.5,0.0
30,0,2,2,7,4,2,4,0,3,2,7,1,0,4779,0,14,3,2,2,8,3,3,3,2,0,2,1.0,0.0
31,0,2,1,8,5,1,1,0,3,4,5,2,2,16422,0,11,3,3,0,9,3,4,3,2,1,0,0.6,0.25
34,0,1,1,1,4,4,4,1,3,1,6,1,0,2996,0,14,3,3,2,10,2,3,4,3,1,3,2.0,0.2
31,1,2,1,8,3,1,1,0,2,1,6,2,2,1261,0,12,3,3,0,1,3,4,1,0,0,0,0.5,0.0
27,0,2,1,11,1,1,2,1,3,1,2,1,1,2099,0,14,3,2,0,6,3,4,5,0,1,4,2.5,0.16666666666666666
36,0,2,1,4,4,1,1,1,2,2,2,4,2,5810,0,16,3,3,0,10,2,2,10,4,1,8,3.3333333333333335,0.09090909090909091
36,0,2,2,16,4,2,3,0,2,2,7,1,1,5647,0,13,3,1,2,11,3,2,3,2,0,2,1.0,0.0
47,0,2,1,1,3,5,1,1,3,1,6,4,1,3420,0,12,3,3,1,17,2,2,6,5,1,2,3.0,0.14285714285714285
25,1,2,2,9,2,1,1,1,2,1,8,1,1,4400,0,12,3,1,0,6,2,3,3,2,2,2,1.5,0.5
37,0,0,1,5,2,5,3,1,4,1,2,3,2,3500,0,14,3,1,0,7,2,1,6,5,1,3,3.0,0.14285714285714285
56,0,2,1,1,2,1,1,0,3,1,6,1,1,2066,0,22,4,4,1,5,3,4,3,2,1,0,1.5,0.25
47,0,2,1,2,4,3,1,0,3,4,5,3,1,17169,0,19,3,2,2,26,2,4,20,17,5,6,4.0,0.23809523809523808
24,0,2,2,4,1,3,4,0,3,2,7,3,1,4162,1,12,3,3,2,5,3,3,5,4,0,3,1.6666666666666667,0.0
32,0,2,2,7,5,2,4,1,3,2,7,4,1,9204,0,12,3,3,1,7,3,2,4,3,0,3,1.3333333333333333,0.0
34,0,2,1,1,3,1,4,0,2,1,2,2,1,3294,0,17,3,1,1,7,2,2,5,4,0,2,2.5,0.0
41,0,2,1,5,5,3,2,1,4,1,6,3,1,2127,1,12,3,1,0,7,5,2,4,2,0,3,2.0,0.0
40,0,0,1,9,4,4,3,1,3,2,2,3,0,3975,0,11,3,3,2,11,2,4,8,7,0,7,2.6666666666666665,0.0
31,0,2,2,8,2,1,1,1,3,3,7,4,0,10793,0,18,3,1,1,13,5,3,13,7,9,9,3.25,0.6428571428571429
46,1,2,2,9,3,2,1,1,3,3,7,4,0,10096,0,11,3,1,1,28,1,4,7,7,4,3,1.75,0.5
39,1,0,1,2,3,1,1,0,2,1,2,1,2,3646,1,23,4,2,0,11,2,4,1,0,0,0,0.5,0.0
